"asset_id","company_name","number_of_employees","head_of_company","founded_year","website","gics_sector","gics_industry","symbol","asset_class","thumbnail_style","exchange_code","exchange_name","business_description"
11005648,"Endeavor Group Holdings, Inc.",10000,Ari Z. Emanuel,1995,http://www.endeavorco.com,Communication Services,Entertainment,EDR,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Endeavor Group Holdings, Inc. operates as an intellectual property, content, events, and experiences company. The firm operates through the Owned Sports Properties, Events, Experiences & Rights, and Representation segments. The Owned Sports Properties segment consists of a unique portfolio of scarce sports properties, including UFC, PBR and Euroleague, that generate significant growth through innovative rights deals and exclusive live events. The Events, Experiences & Rights segment owns and operates many events, including the Miami Open, HSBC Champions, Frieze Art Fair, New York Fashion Week, and Hyde Park Winter Wonderland. The Representation segment provides services to talent and corporate clients and includes the content division, Endeavor Content. The company was founded in 1995 and is headquartered in Beverly Hills, CA."
11007078,"Rayonier Advanced Materials, Inc.",2800,DeLyle W. Bloomquist,1926,http://www.ryam.com,Materials,Chemicals,RYAM,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Rayonier Advanced Materials, Inc. engages in the manufacture of high purity cellulose, paperboard, and high-yield pulp products. It operates through the following segments: High Purity Cellulose, Paperboard, and High-Yield Pulp. The High Purity Cellulose segment manufactures and markets high purity cellulose, which is sold as either cellulose specialties or commodity products in the U.S., Canada, and France. The Paperboard segment produces lightweight multi-ply paperboard products. The High-Yield Pulp segment is involved in the production of bulky high-yield pulp. The company was founded in 1926 and is headquartered in Jacksonville, FL."
11003300,"Paychex, Inc.",16600,John Bradley Gibson,1971,http://www.paychex.com,Industrials,Professional Services,PAYX,Stock,PORTRAIT,NASDAQ,NASDAQ,"Paychex, Inc. engages in the provision of human capital management solutions for payroll, human resources, insurance and retirement for small and medium-sized businesses. Its solutions include payroll services, hiring services, business insurance, time and attendance, employee benefits, finance and payments, human resources services and startup services. The company was founded by Blase Thomas Golisano in 1971 and is headquartered in Rochester, NY."
11003783,"Rumble, Inc.",158,Chris Pavlovski,2013,http://www.rumble.com,Communication Services,Interactive Media & Services,RUM,Stock,PORTRAIT,NASDAQ,NASDAQ,"Rumble, Inc. operates an online neutral video platform. The company is headquartered in Longboat Key, FL."
11005194,"Badger Meter, Inc.",2140,Kenneth C. Bockhorst,1905,http://www.badgermeter.com,Information Technology,"Electronic Equipment, Instruments & Components",BMI,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Badger Meter, Inc. engages in the provision of flow measurement, control products, and communications solutions that serve water utilities, municipalities, and commercial and industrial customers worldwide. Its products are classified as Municipal Water and Flow Instrumentation. The company was founded in 1905 and is headquartered in Milwaukee, WI."
11002067,"Hologic, Inc.",6990,Stephen P. MacMillan,1985,http://www.hologic.com,Health Care,Health Care Equipment & Supplies,HOLX,Stock,PORTRAIT,NASDAQ,NASDAQ,"Hologic, Inc. engages in the development, manufacture, and supply of diagnostics products, medical imaging systems, and surgical products dedicated to serve the healthcare needs of women. It operates through the following segments: Breast Health, Diagnostics, GYN Surgical, and Skeletal Health. The Breast Health segment is involved in a portfolio of solutions for breast cancer care for radiology, pathology, and surgery. The Diagnostics segment focuses on products used to aid in the screening and diagnosis of human diseases. The GYN Surgical segment offers the NovaSure Endometrial Ablation System, the MyoSure Hysteroscopic Tissue Removal System, and the Fluent Fluid Management System. The Skeletal Health segment covers the Horizon DXA and the Fluoroscan Insight FD mini C-arm. The company was founded by S. David Ellenbogen and Jay A. Stein in 1985 and is headquartered in Marlborough, MA."
11002480,"Korro Bio, Inc.",101,Ram Aiyar,2018,http://www.korrobio.com,Health Care,Biotechnology,KRRO,Stock,PORTRAIT,NASDAQ,NASDAQ,"Korro Bio, Inc. is an RNA editing company, which engages in the discovery and development of genetic medicines. The company was founded by Nessan Bermingham, Jean-Francois Formela, Joshua Rosenthal, and Andrew Fraley in 2018 and is headquartered in Cambridge, MA."
11001478,ESH Acquisition Corp.,,James L. Francis,2021,"",Financials,Capital Markets,ESHA,Stock,PORTRAIT,NASDAQ,NASDAQ,"ESH Acquisition Corp. operates as a blank check company. It was formed for the purpose of effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was founded on November 17, 2021 and is headquartered in New York, NY."
11002422,"Jianzhi Education Technology Group Co., Ltd.",59,Yong Hu,2011,http://www.jianzhi-jiaoyu.com,Consumer Discretionary,"Hotels, Restaurants & Leisure",JZ,DepositoryReceipt,PORTRAIT,NASDAQ,NASDAQ,"Jianzhi Education Technology Group Co., Ltd. engages in the provision of educational content and information technology (IT) solutions. It operates through the IT Related Solution Services and Educational Content Services and Other Services. The IT Related Solutions Services segment offers IT related solution services such as software solutions and customizes intelligent solutions, and related services including maintenance and technical support services. The Educational Content segment covers the provision and licensing of educational content. The company was founded by Pei Xuan Wang in May 2011 and is headquartered in Beijing, China."
11002096,"Hudson Global, Inc.",1050,Jeffrey Edward Eberwein,1999,http://www.hudson.com,Industrials,Professional Services,HSON,Stock,PORTRAIT,NASDAQ,NASDAQ,"Hudson Global, Inc. is a talent solutions company, which engages in the provision of recruitment outsourcing and total talent solutions to organizations. It operates through the following segments: Americas, Asia Pacific, and Europe. The firm's services include complete recruitment outsourcing, project-based outsourcing, contingent workforce solutions, and recruitment consulting. The company was founded in 2003 and is headquartered in Old Greenwich, CT."
11001513,"Evergy, Inc.",4658,David A. Campbell,1881,http://www.evergy.com,Utilities,Electric Utilities,EVRG,Stock,PORTRAIT,NASDAQ,NASDAQ,"Evergy, Inc. is a holding company, which engages in the provision of electricity through its subsidiaries. It focuses on the regulation of electric utilities and development of electric transmission projects. The company was founded in 2017 and is headquartered in Kansas City, MO."
11005427,Coherent Corp.,27000,Vincent D. Mattera,1971,http://www.ii-vi.com,Information Technology,"Electronic Equipment, Instruments & Components",COHR,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Coherent Corp. engages in the development, refinement, manufacturing, and marketing of engineered materials and opto-electronic components and devices for precision in the field of industrial materials processing, optical communications, aerospace and defense, consumer electronics, semiconductor capital equipment, life sciences, and automotive applications and markets. It operates through the following segments: Photonic Solutions and Compound Semiconductors. The Photonic Solutions segment manufactures crystal materials, optics, microchip lasers and optoelectronic modules for use in optical communication networks and other diverse consumer and commercial applications, pump lasers, optical isolators, and optical amplifiers and micro-optics for optical amplifiers, for both terrestrial and submarine applications within the optical communications market. The Compound Semiconductors segment designs, manufactures and markets optical and electro-optical components and materials, infrared optical components and high-precision optical assemblies for aerospace and defense, medical and commercial laser imaging applications, semiconductor lasers and detectors for optical interconnects and sensing applications, unique engineered materials for thermoelectric and silicon carbide applications servicing the semiconductor, aerospace and defense and medical markets. The company was founded by Carl J. Johnson in 1971 and is headquartered in Saxonburg, PA."
11000228,"AlloVir, Inc.",112,Diana M. Brainard,2013,http://www.allovir.com,Health Care,Biotechnology,ALVR,Stock,PORTRAIT,NASDAQ,NASDAQ,"AlloVir, Inc. engages in the research, development and commercialization of off-the-shelf VST therapies to prevent and treat severe viral-associated diseases. It develops novel cell therapies with a focus on restoring natural immunity against life-threatening virus-associated diseases in patients with severely weakened immune systems. The firm's technology platforms deliver commercially scalable solutions by leveraging off-the-shelf, allogeneic, multi-virus specific T-cells targeting devastating viral pathogens for immunocompromised patients under viral attack. The company was founded by Malcolm K. Brenner, Juan F. Vera, Helen E. Heslop, Cliona M. Rooney, John R. Wilson, and Ann M. Leen in August 2013 and is headquartered in Waltham, MA."
